심사진행상태,출원일자,발명의명칭,출원인
취하(심사미청구),1998.06.27,모스 트랜지스터의 제조방법(PRODUCTION METHOD FOR MOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.06.27,폴리실리콘-박막트랜지스터로된CMOS형성방법(FORMING METHOD OF CMOS MADE OF POLYSILICON THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1998.06.25,폴리실리콘 박막 트랜지스터 및 그의 제조방법(POLYSILICON FILM TRANSISTOR AND PRODUCTION METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1998.06.26,폴리실리콘 박막 트랜지스터의 제조방법(POLYSILICON FILM TRANSISTOR PRODUCTION METHOD),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.06.23,박막트랜지스터의제조방법(PRODUCTION METHOD OF THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.06.30,박막트랜지스터 제조 방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTORS),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.06.25,폴리실리콘-박막트랜지스터및그의제조방법(POLYSILICON-THIN FILM TRANSISTOR AND MANUFACTURING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.06.23,폴리실리콘막을 이용한 씨모스 트랜지스터의 연결배선 형성 방법(METHOD FOR FORMING CONNECT WIRE OF C-METAL OXIDE SEMICONDUCTOR TRANSISTOR USING POLY-SILICON FILM),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1998.06.30,반도체소자의트랜지스터형성방법(METHOD FOR FORMING TRANSISTOR OF SEMICONDUCTOR DEVICES),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.06.22,화합물 반도체 소자에서 테스트용 트랜지스터의 형성방법(TRANSISTOR FORMING METHOD FOR TESTING IN CHEMICAL SEMICONDUCTOR DEVICE.),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1998.06.30,반도체소자의트랜지스터형성방법(TRANSISTOR OF SEMICONDUCTOR DEVICES AND METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.06.17,씨모스 트랜지스터 및 그 제조 방법(CMOS TRANSISTOR AND METHOD FOR FABRICATING THE SAME),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.06.08,반도체소자의 트랜지스터 형성방법(METHOD FOR FABRICATING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.06.12,폴리 실리콘 - 박막트랜지스터의 형성방법(METHOD OF FORMING POLYSILICON-THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.05.28,반도체 소자의 제조 방법(METHOD FOR MANUFACTURING A SEMICONDUCTOR DEVICE FOR IMPROVING YIELD RATE BY SEPARATING A NORMAL TRANSISTOR AND A HIGH VOLTAGE TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1998.05.08,"씨모스 이미지 센서 및 그 구동 방법(CMOS IMAGE SENSOR AND A DRIVING METHOD THEREOF, PARTICULARLY FOR DECREASING THE NUMBER OF TRANSISTORS BY CONFIGURING BY REDUCING AN AREA OF A CHIP OF A CMOS IMAGE SENSOR)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.04.14,"모스 트랜지스터 제조방법(METHOD FOR MANUFACTURING A MOS TRANSISTOR, PARTICULARLY RELATED TO ENHANCING THE CAPACITY OF THE MOS TRANSISTOR BY FORMING AN ACCURATE PATTERN IN A SUBSEQUENT PHOTOLITHOGRAPHY)",에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.03.18,씨모스 증폭기의 바이어스 회로와 그 씨모스 트랜지스터의 채널길이 조정방법(BIAS CIRCUIT OF CMOS AMPLIFIER AND METHOD OF CONTROLING CHANNEL LENGTH OF THE SAME CMOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.03.12,"모스 트랜지스터 제조방법(MOS TRANSISTOR MANUFACTURING METHOD, PARTICULARLY CONCERNED WITH IMPROVING CURRENT DRIVING CAPABILITY BY FORMING SOURCE AND DRAIN HAVING UNSYMMETRICAL STRUCTURE)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.03.31,정전기 보호용 트랜지스터의 제조방법(MANUFACTURING METHOD OF STATIC ELECTRICITY PROTECTING TRANSISTOR PARTICULARLY CONCERNED WITH DISPERSING ELECTRIC FIELD BY INCREASING CONTACT AREA BETWEEN A SEMICONDUCTOR SUBSTRATE AND A CONTACT),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.03.12,"모스 트랜지스터 제조방법(METHOD FOR MANUFACTURING A MOS TRANSISTOR, PARTICULARLY CONCERNED WITH FORMING A MICRO GATE PATTERN AND IMPROVING INTEGRATION BY USING MATERIALS WHOSE ETCH RATES ARE DIFFERENT)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.02.27,"반도체 소자의 정전기 보호회로(ESD PASSIVATION CIRCUIT OF A SEMICONDUCTOR DEVICE, PARTICULARLY FOR IMPROVING EFFICIENCY OF A CONTROLLED RECTIFIER TRANSISTOR BY ADDITIONALLY FORMING A PMOS TRANSISTOR FOR TUNING ON THE CONTROLLED RECTIFIER IN A LOW VOLTAGE)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.01.26,"출력버퍼회로(OUTPUT BUFFER CIRCUIT, ESPECIALLY FOR PRECHARGING OUTPUT TERMINAL WITH ARBITRARY POTENTIAL BY TURNING ON ONE OF TWO TRANSISTORS)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.31,"모스 전계효과 트랜지스터의 제조방법(MANUFACTURING METHOD FOR A MOS FIELD EFFECT TRANSISTOR, PARTICULARLY RELATED TO PREVENTING SHORT CHANNEL EFFECT FROM OCCURRING BY FORMING A LOW CONCENTRATED DIFFUSION REGION AFTER REMOVING AN INSULATING SPACER AND A SCREEN OXIDE LAYER)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.31,"모스전계효과 트랜지스터의 제조방법(MANUFACTURING METHOD FOR A MOS FIELD EFFECT TRANSISTOR, PARTICULARLY RELATED TO INCREASING THE YIELD AND RELIABILITY OF DEVICE BY REALIZING AN ULTRA SPEED MOS TRANSISTOR)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.31,"폴리실리콘막의 재증착방법(METHOD FOR RE-DEPOSITING A POLYSILICON LAYER, PARTICULARLY RELATED TO ENHANCING ELECTRIC PROPERTIES OF THE TRANSISTOR BY MAINTAINING A CRYSTAL DIRECTION OF A RE-DEPOSITED RE-CRYSTALLIZED POLYSILICON LAYER WHICH IS THE SAME WITH A POLYSILICON LAYER)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.31,"디램의 워드라인 드라이브 회로(WORD LINE DRIVE CIRCUIT OF A DRAM, ESPECIALLY FOR DISCHARGING WORD LINES IN HIGH SPEED BY INCREASING AN ELECTRIC CURRENT THROUGH A NMOS TRANSISTOR AND SHORTENING A RAS PRECHARGE TIME)",에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1997.12.31,"게이트 절연막의 에지가 두꺼운 모스 트랜지스터의 제조방법(MANUFACTURING METHOD FOR A MOS TRANSISTOR HAVING A GATE INSULATING LAYER WITH A THICK EDGE, PARTICULARLY RELATED TO PRECLUDING GENERATION OF LEAKED CURRENT BY CONFIGURING A GATE INSULATING LAYER THICKER THAN A CHANNEL REGION)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.31,"반도체 소자의 트랜지스터 형성 방법(METHOD FOR FORMING A TRANSISTOR OF A SEMICONDUCTOR DEVICE, PARTICULARLY FOR PREVENTING SHORT CHANNEL EFFECT CAUSED BY ETCH LOSS IN A SHALLOW JUNCTION PART OF THE TRANSISTOR BY MAKING THE SOURCE/DRAIN JUNCTION THICK)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.31,"모스 전계효과 트랜지스터의 제조방법(MANUFACTURING METHOD FOR A MOS FIELD EFFECT TRANSISTOR, PARTICULARLY RELATED TO REDUCING LEAKAGE CURRENT DUE TO PREVENTION OF SHORT CHANNEL PHENOMENON BY FORMING A CHANNEL VIA AN AMORPHOUS EPITAXIAL LAYER)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.31,"모스 전계효과 트랜지스터의 제조방법(MANUFACTURING METHOD FOR A MOS FIELD EFFECT TRANSISTOR, PARTICULARLY RELATED TO ENHANCING ELECTRICAL PROPERTIES OF A DEVICE BY REMOVING HOT CARRIER EFFECT GENERATED VIA SHORT CHANNEL EFFECT)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.31,"반도체 소자의 제조방법(MANUFACTURING METHOD FOR A SEMICONDUCTOR DEVICE, PARTICULARLY RELATED TO IMPROVING PUNCHTHROUGH PROPERTY, JUNCTION BREAKDOWN VOLTAGE, AND SHORT CHANNEL EFFECT OF A TRANSISTOR BY INCREASING THE CHANNEL LENGTH USING A BUFFER LAYER)",에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1997.12.31,"반도체소자의트랜지스터제조방법(TRANSISTOR MANUFACTURING METHOD OF A SEMICONDUCTOR DEVICE, PARTICULARLY CONCERNED WITH INCREASING LOAD UNIFORMITY OF A METAL SILICIDE LAYER BY PREVENTING COMPOUNDS INDUCED BY ABNORMAL REACTION ON THE SIDE WALL OF METAL SILICIDE)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.31,반도체 소자의 제조방법(MANUFACTURING METHOD FOR A SEMICONDUCTOR DEVICE STRENGTHENING PUNCH PROPERTY OF A TRANSISTOR BY INCREASING EFFECTIVE CHANNEL LENGTH),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.31,"모스 전계효과 트랜지스터의 제조방법(MOSFET(METAL OXIDE SILICON FILED EFFECT TRANSISTOR) MANUFACTURING METHOD, PARTICULARLY CONCERNED WITH PREVENTING REVERSE SHORT CHANNEL BY CONTROLLING CONCENTRATION OF BORON ON SOURCE AND DRAIN REGIONS THROUGH AN IMPLANTATION PROCESS)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.31,"전계효과 트랜지스터의 게이트 형성 방법(METHOD FOR FORMING A GATE OF A MOSFET(METAL OXIDE SILICON FIELD EFFECT TRANSISTOR), PARTICULARLY CONCERNED WITH FORMING A PATTERN SMALLER THAN THE PATTERN FORMED USING A SLOPE DEPOSITION METHOD)",에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.12.31,반도체소자의정전기방지회로용트랜지스터구조(TRANSISTOR STRUCTURE FOR ESD PROTECTION CIRCUIT OF SEMICONDUCTOR DEVICE TO INDUCE UNIFORM DISTRIBUTION OF INJECTED CHARGES AND IMPROVE RELIABILITY OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
원결정유지(심사전치),1997.12.31,"반도체소자의트랜지스터형성방법(METHOD FOR FORMING A TRANSISTOR OF SEMICONDUCTOR DEVICE, PARTICULARLY CONCERNED WITH RELEASING HIGH ELECTRIC FIELD ON A DRAIN IN OPERATING THE DEVICE)",에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.12.31,"반도체장치의 필드트랜지스터 구조(STRUCTURE OF FIELD TRANSISTOR OF SEMICONDUCTOR DEVICE, CONCERNED WITH INCREASING THICKNESS OF DEPLETION LAYER)",에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.12.30,상보형 모스 트랜지스터의 제조방법(METHOD OF FABRICATING COMPLEMENTARY MOS TRANSISTOR FOR REMOVING LATCH-UP PHENOMENON),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.29,"서브 워드라인 구동장치(SUB WORDLINE DRIVER, ESPECIALLY FOR REDUCING A SIZE OF A CHIP BY CONSTRUCTING THE SUB WORDLINE DRIVER BY USING A DEPLETION TYPE MOS TRANSISTOR)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.30,"셀 캐패시턴스를 증가시킨 반도체 메모리 장치 및 그 제조방법(SEMICONDUCTOR MEMORY DEVICE INCREASING CELL CAPACITANCE AND A MANUFACTURING METHOD THEREOF, PARTICULARLY CONCERNED WITH FORMING PN JUNCTION BY DOPING IMPURITIES WITH DIFFERENT CONDUCTIVITIES ON A DRAIN REGION OF A TRANSISTOR)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.30,"이종 접합 바이폴라 트랜지스터의 제조 방법(HBT(HETEROJUNCTION BIPOLAR TRANSISTOR) MANUFACTURING METHOD, PARTICULARLY CONCERNED WITH FORMING EMITTER AND BASE METAL AT THE SAME TIME THROUGH ONE LIFT OFF PROCESS)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.29,"모스전계효과 트랜지스터의 제조방법(MOSFET(METAL OXIDE SEMICONDUCTOR FIELD EFFECT TRANSISTOR) MANUFACTURING METHOD, PARTICULARLY CONCERNED WITH REDUCING TRAPPING OF A CARRIER BY FORMING A CURRENT PATH AND A SIDEWALL SPACER)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.30,자기정렬된 오프셋 절연막을 가지는 박막트랜지스터 및 그 제조방법(THIN TRANSISTOR HAVING A SELF-ALIGNED OFFSET INSULATING LAYER AND A MANUFACTURING METHOD OF THE SAME FOR RELEASING ELECTRIC FIELD ON A DRAIN REGION AND GUARANTEEING STABLE PERFORMANCE OF THE DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.29,"반도체 소자의 제조방법(METHOD FOR MANUFACTURING A SEMICONDUCTOR DEVICE, PARTICULARLY CONCERNED WITH IMPROVING ELECTRICAL CHARACTERISTIC OF A TRANSISTOR BY FORMING GATE INSULATION LAYERS HAVING A DIFFERENT THICKNESS FROM EACH OTHER)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.29,"모스 전계효과 트랜지스터의 제조방법(MOSFET(METAL OXIDE SILICON FIELD EFFECT TRANSISTOR) MANUFACTURING METHOD, PARTICULARLY CONCERNED WITH PREVENTING A TUNGSTEN SILICIDE LAYER FROM GROWING ABNORMALLY BY OPERATING A GATE OXIDATION PROCESS IN FORMING A GATE ELECTRODE AND FORMING A TUNGSTEN SILICIDE LAYER THROUGH SELECTIVE DEPOSITION)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.29,"모스 전계효과 트랜지스터의 제조방법(MOSFET MANUFACTURING METHOD, PARTICULARLY CONCERNED WITH CONTROLLING FREELY THRESHOLD VOLTAGE BY FORMING A SPACER FORMED ON THE SIDEWALL OF A GATE ELECTRODE IN P OR N TYPE TRANSISTOR TO HAVE A DIFFERENT THICKNESS FROM EACH OTHER)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.29,"모스 트랜지스터의 스페이서 제조 방법(METHOD FOR MANUFACTURING A SPACER OF A MOS(METAL OXIDE SEMICONDUCTOR) TRANSISTOR, PARTICULARLY CONCERNED WITH FORMING WIDTH OF A SPACER UNIFORMLY BY USING A MASK PATTERN AS WIDE AS THE WIDTH BONDING A SPACER AND A GATE ELECTRODE)",에스케이하이닉스 주식회사(경기도 이천시...)
