심사진행상태,출원일자,발명의명칭,출원인
취하(심사미청구),2004.08.31,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR PANEL AND MANUFACTURING METHODTHEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.31,액정 표시 장치용 박막 트랜지스터 기판(Thin film transistor array panel for liquid crystaldisplay device),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.31,다중 도메인 박막 트랜지스터 표시판 및 이를 포함하는액정 표시 장치(MULTI-DOMAIN THIN FILM TRANSISTOR ARRAY PANEL ANDLIQUID CRYSTAL DISPLAY INCLUDING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.26,박막 트랜지스터 표시판의 제조 방법(Manufacturing method of thin film transistor arraypanel),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.23,박막 트랜지스터 기판 및 그 제조방법(THIN FILM TRANSISTOR SUBSTRARE AND METHOD FORMANUFACTURING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.31,"트랜지스터와, 그를 갖는 어레이 기판 및 제조 방법(TRANSISTOR AND A ARRAY SUBSTRATE HAVING THE SAME ANDMETHOD FOR MANUFACTURING THEREOF)",삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.09.02,다결정 박막 트랜지스터 및 이의 제조방법(Poly Silicon Thin Film Transistor And Method ofFabricating The Same),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.26,박막 트랜지스터 표시판 및 그 제조 방법(THIN film transistor array panel and manufacturingMethod thereof),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.25,박막 트랜지스터 표시판(Thin film transistor array panel),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.26,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURINGMETHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.24,트랜지스터(Transistor),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.23,박막 트랜지스터 표시판(Thin film transistor array panel),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.23,비정질 규소층의 결정화 방법과 이를 이용한박막트랜지스터의 제조방법(METHOD OF CRYSTALLIZING AMORPHOUS SILICON LAYER ANDMETHOD OF MAKING THIN FILM TRANSISTOR USING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.20,박막 트랜지스터 기판 및 그 제조방법(THIN FILM TRANSISTOR SUBSTRARE AND METHOD FORMANUFACTURING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.18,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.24,다중 도메인 박막 트랜지스터 표시판 및 이를 포함하는액정 표시 장치(MULTI-DOMAIN THIN FILM TRANSISTOR ARRAY PANEL ANDLIQUID CRYSTAL DISPLAY INCLUDING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.31,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL and MANUFACTURINGMETHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.23,박막 트랜지스터 기판 및 그 제조방법(THIN FILM TRANSISTOR SUBSTRARE AND METHOD FORMANUFACTURING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.19,박막 트랜지스터 표시판 및 그 제조 방법(THIN film transistor array panel and manufacturingMethod thereof),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.23,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR USING POLY SILICON andMANUFACTURING METHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.23,박막 트랜지스터 기판 및 그 제조방법(THIN FILM TRANSISTOR SUBSTRARE AND METHOD FORMANUFACTURING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.24,다중 도메인 박막 트랜지스터 표시판 및 이를 포함하는액정 표시 장치(MULTI-DOMAIN THIN FILM TRANSISTOR ARRAY PANEL ANDLIQUID CRYSTAL DISPLAY INCLUDING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.11,박막 트랜지스터 표시판(Thin film transistor array panel),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.13,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL FOR DISPLAY),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.11,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURINGMETHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.08.16,부분적으로 높여진 소오스/드레인을 가지는 트랜지스터 및그 제조방법(TRANSISTOR HAVING A PARTIALLY ELEVATED SOURCE/DRAINSTRUCTURE AND METHOD OF FABRICATING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.11,리세스된 채널영역들을 갖는 모스 트랜지스터들을채택하는 반도체 장치들 및 그 제조방법들(Semiconductor devices employing MOS transistors havingrecessed channel regions and methods of fabricatingthe same),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.07.28,다결정 규소층의 형성방법과 이를 이용한박막트랜지스터의 제조방법(METHOD OF MANUFACTURING POLYSILICON LAYER AND METHODOF MANUFACTURING THIN FILM TRANSISTOR USING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.04,박막 트랜지스터 표시판 및 이를 포함하는 액정 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL AND LIQUID CRYSTALDISPLAY),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.03,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURINGMETHOD THEREFOR),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.07.27,박막 트랜지스터 표시판 및 그의 제조 방법(Thin film transistor array pane and manufacturingmethod thereof),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.07.19,박막 트랜지스터 표시판 및 그의 제조 방법(Thin film transistor array panel and manufacturingmethod thereof),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.07.22,박막 트랜지스터 표시판 및 이를 포함하는 액정 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL AND LIQUID CRYSTALDISPLAY DEVICE INCLUDING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.07.23,리세스된 게이트 전극을 갖는 모스 트랜지스터 및 그제조방법(MOS transistor having a recessed gate electrode andfabrication method thereof),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.07.15,반도체 소자의 트랜지스터 제조 방법(Method for manufacturing transistor of semiconductordevice),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.07.19,박막트랜지스터 기판의 제조방법(MAKING METHOD OF THIN FILM TRANSISTOR SUBSTRATE),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.07.19,트랜지스터의 제조방법(Method for manufacturing transistor),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.07.15,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.07.13,박막트랜지스터 기판(THIN FILM TRANSISTOR SUBSTRATE),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.07.02,다결정 규소를 이용한 박막 트랜지스터 표시판 및 그 제조방법(THIN FILM TRANSISTOR ARRAY PANEL USING POLY SILICONand MANUFACTURING METHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.07.08,부분적 SOI 구조를 가지는 MOS 트랜지스터 및 그제조방법(MOS transistor with local SOI and method thereof),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.07.06,박막 트랜지스터 표시판과 그 제조 방법(Thin film transistor array panel and manufacturingmethod thereof),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.06.29,리세스 채널 트랜지스터를 갖는 반도체 장치의 제조 방법(method for manufacturing semiconductor device havingrecess channel transistor),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.06.24,반도체 소자의 트랜지스터 제조 방법(METHOD FOR MANUFACTURING A TRANSISTOR OF SEMICONDUCTORDEVICE),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.06.10,다결정 규소를 이용한 박막 트랜지스터 및 그 제조 방법(THIN FILM TRANSISTOR USING POLY SILICON andMANUFACTURING METHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.06.09,박막 트랜지스터 표시판 및 그의 제조 방법(Thin film transistor array panel and method formanufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.06.01,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURINGMETHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.06.01,박막 트랜지스터 표시판 및 그 제조 방법(Thin film transistor array panel and manufacturingmethod thereof),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.06.08,다결정 규소를 이용한 박막 트랜지스터 표시판 및 그 제조방법(THIN FILM TRANSISTOR ARRAY PANEL USING POLY SILICONand MANUFACTURING METHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.06.04,리세스 채널을 가지는 노어형 플래시 메모리 셀 트랜지스터(NOR FLASH MEMORY CELL TRANSISTOR HAVING A RECESSCHANNEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.05.31,트랜지스터의 제조 방법 및 그를 갖는 어레이 기판의 제조방법(METHOD FOR MANUFACTURING TRANSISTOR AND ARRAYSUBSTRATE HAVING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.05.20,박막 트랜지스터 표시판(Thin film transistor array panel),삼성전자주식회사(경기도 수원시 영통구...)
거절결정(일반),2004.05.14,다마신 공정을 이용한 핀 전계 효과 트랜지스터의 형성 방법(METHODS OF FORMING A FIN FIELD EFFECT TRANSISTOR USINGDAMASCENE PROCESS),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.05.07,핀 전계 효과 트랜지스터를 갖는 반도체 소자의 형성 방법(METHODS OF FORMING A SEMICONDUCTOR DEVICE HAVING A FINFIELD EFFECT TRANSISTOR),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.05.04,박막 트랜지스터 표시판 및 그 제조 방법(Thin film transistor array panel and manufacturingmethod thereof),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.04.22,박막 트랜지스터 표시판 및 그의 제조 방법(Thin film transistor array panel and method formanufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.04.27,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
거절결정(일반),2004.03.19,박막 트랜지스터 표시판의 제조 방법(Method of manufacturing a thin film transistor arraypanel),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.03.18,반도체 소자에서의 트랜지스터 구조 및 그에 따른 형성방법(Transistor structure for use in semiconductor deviceand method thereof),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.03.04,데이터선의 수를 줄인 박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL HAVING REDUCED DATALINES),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.03.02,박막 트랜지스터 표시판의 제조 방법(Manufacturing method for thin film transistor arraypanel),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.02.26,박막 트랜지스터 기판 및 그 제조방법(Thin Film Transistor Substrate And Method ofManufacturing The Same),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.03.09,박막 트랜지스터 기판의 제조방법(Method of Manufacturing Thin Film Transistor Substrate),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.02.23,다결정 규소 박막 트랜지스터 및 그의 제조 방법(POLYSILICON THIN FILM TRANSISTOR AND MANUFACTURINGMETHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.02.19,핀 트랜지스터 형성방법 및 그에 따른 구조(Method for fabricating fin field effect transistor andstructure thereof),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.02.27,박막 트랜지스터 표시판의 제조 방법(Manufacturing method for thin film transistor arraypanel),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.02.27,핀형 전계 효과 트랜지스터 및 이의 제조 방법(Fin type field effect transistor and method ofmanufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
